Player;PlayerType;PlayerName;JudgeAge;JudgeGender;JudgeLevel;JudgeExp;JudgeEdu;JudgeJob;Guess;Humanness;Machinness;GuessReason
2;Bot;BotTracker;35;Female;HardcoreGamer;7;Graduate;Housewife;Human;100;0;Machine
2;Bot;BotTracker;25;Male;FrequentGamer;5;Graduate;Engineer;Machine;0;100;
2;Bot;BotTracker;22;Male;Gamer;12;Graduate;Engineer;Machine;0;100;its speed and accuracy,huma cannot do this both perfectly
2;Bot;BotTracker;29;Male;FrequentGamer;10;Graduate;Barman;Human;95;5;it avoided not randomly the shots of opponents, it changes weapon when it needs. It moves regularly around the physical limits of the game level like walls or stairs
3;Bot;MirrorBot;22;Male;FrequentGamer;15;Graduate;None;Machine;0;100;The virtual character is being controlled by AI because the virtual character seems to react more than anything. When there are no other characters around, the virtual character being controlled doesn't seem to do much. Also, there were times when the character was shooting at another and would stop shooting when the other character would reload. Any human player would have kept shooting. There were moments when the character seemed confused.
3;Bot;MirrorBot;40;Male;Rookie;1;Graduate;Admin;Human;100;0;Movement
3;Bot;MirrorBot;30;Female;Gamer;10;Postgraduate;Private Worker;Machine;0;100;In the first part of the video the character moving all the time try to avoid to be hit and in the second part was more static but also was trying mostly to avoid the attacks.Its like was controlled by machine acting differently but with the same target.
3;Bot;MirrorBot;25;Male;Rookie;3;Graduate;IT Staff;Machine;0;100;His vrtual character moving
3;Bot;MirrorBot;28;Male;FrequentGamer;11;Graduate;Office Worker;Human;90;10;slow movements, few and calibrate shots, the character took several shots without moving
3;Bot;MirrorBot;22;Male;FrequentGamer;8;Graduate;Junior MEP Engineer;Human;80;20;Shooting Tactics of the Character has moved me to human than artificial intelligence
3;Bot;MirrorBot;25;Male;Rookie;1;Postgraduate;Store Manager;Machine;0;100;movement was very choppy suggesting the use of a controller
3;Bot;MirrorBot;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;90;10;excellent ....really looks similer to human movement....response to firing is good
3;Bot;MirrorBot;24;Male;Gamer;6;Graduate;Student;Human;90;10;quick move....very good attacking real looks
3;Bot;MirrorBot;24;Male;Gamer;10;Graduate;Selfemployed;Human;63;35;its maybe half human or half bot,nice play but no accuracy,gunning but not hitting
3;Bot;MirrorBot;20;Male;Rookie;10;Undergraduate;Student;Human;100;0;Because the character was first running away from the firing and searching for the target to shoot which was very like human nature.
3;Bot;MirrorBot;41;Male;Gamer;11;Graduate;Executive;Human;100;0;Machine
3;Bot;MirrorBot;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;human is being controll the character becuase character fall down in many places by gun shot
3;Bot;MirrorBot;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;Messy movement
3;Bot;MirrorBot;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;100;0;The player doesn’t make a move unless he is sure of. The fireballs or bullets could be seen, and the player was able to escape or dodge most, but he could still get hit-which even further defines human perfection, we are not perfect like some machine given some code, we act on instinct which the player is very much doing. The player also realizes the bullets don’t give fatal hits so he doesn’t care much when he tries to perfect his shot. Such awareness is pretty much human.
4;Human;Player;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;100;0;movements are similer to real human players
4;Human;Player;28;Male;FrequentGamer;22;Postgraduate;Online Worker;Machine;0;100;The character most of the times moving continiously and the moves are almost the same
4;Human;Player;30;Female;Gamer;10;Postgraduate;Private Worker;Human;80;20;Not always moving around and was trying to secure his attacks as most as possible
4;Human;Player;40;Male;Rookie;1;Graduate;Admin;Human;100;0;Speed
4;Human;Player;23;Male;FrequentGamer;8;Graduate;Teacher;Machine;0;100;No
4;Human;Player;18;Male;Gamer;5;High School;Student;Human;100;0;Intelligence
4;Human;Player;25;Male;FrequentGamer;4;Graduate;Site Engineer;Human;80;20;Human
4;Human;Player;22;Male;FrequentGamer;7;Secondary;Student;Human;90;10;shooting accurate
4;Human;Player;25;Male;FrequentGamer;15;Graduate;Engineer;Human;100;0;The accuracy in chasing the targets made me to perceive that it was indeed controlled by a human
4;Human;Player;53;Male;Gamer;3;High School;Consultant;Machine;0;100;THE CHARACTER MOVING IS NOT NATURAL LIKE GAMERS
4;Human;Player;25;Male;FrequentGamer;11;High School;Student;Machine;40;60;Movement. Not move or shoot at the same time. Strange movement in beginning and overall
4;Human;Player;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;Human is being controll the character becuase the character has some hesitation
4;Human;Player;25;Male;Rookie;1;Postgraduate;Store Manager;Machine;0;100;movement was very smooth and precise suggesting it is artificial
4;Human;Player;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;60;40;little bit delay is feeled
4;Human;Player;29;Female;FrequentGamer;6;Postgraduate;UDC;Human;100;0;Machine
4;Human;Player;23;Male;Gamer;10;Graduate;Selfemployed;Machine;5;95;clear play,tactical,no pausing,xact timing,control over game
4;Human;Player;20;Male;Rookie;10;Undergraduate;Student;Machine;0;100;) I think that in the vedio a person is just watching how advanced human bot are playing the game as the location of the screen or camera angle was such that it was imposible for a human to analyze his enemies location and to shoot them on the target while preventing himself getting hurt.
4;Human;Player;24;Male;Gamer;6;Graduate;Student;Human;80;20;fast movement ....really good experiance
4;Human;Player;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;slowness in the movement and actions
5;Human;tmchojo;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;Human is being a character because so many chance it get for resurvive
5;Human;tmchojo;27;Male;Gamer;16;Postgraduate;Developer;Human;70;30;attacking is good.....changing direction can improve
5;Human;tmchojo;30;Female;Gamer;10;Postgraduate;Private Worker;Machine;0;100;The fact that the character always exposed himself in the open fire.Usually a human is trying to cover himself in order no to be hit.
5;Human;tmchojo;26;Female;HardcoreGamer;2;Secondary;Selfemployed;Human;100;0;Machine
5;Human;tmchojo;40;Male;Rookie;1;Graduate;Admin;Human;100;0;Speed
5;Human;tmchojo;19;Male;Gamer;2;Graduate;Student;Human;90;10;its slow movement in the game is the primary aspect to make the decision
5;Human;tmchojo;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;100;0;In around 40 seconds of the clip, the player uses a gun with rapid bullets, this enable to shoot from a distance but at a cost of accuracy. He has to shoot many times to kill them, and it just doesn’t work for him. So what he does is to close range mode, takes his time and carefully gets closer to the enemy, when close enough, he kicks the enemy or launch a missile which flies them over. Such calculated judgments can only be done by a human. 
5;Human;tmchojo;22;Male;FrequentGamer;15;Graduate;None;Machine;0;100;This was an AI player because there were a few moments that the virtual player had a shot lined up at another player but waited about a second or two before taking the shot. It seemed almost as if the player were processing or deciding what to do. The player remained still before taking action. If this were a human player, there would have been no hesitation in what to do.
5;Human;tmchojo;24;Male;Gamer;6;Graduate;Student;Human;70;30;attacking is nice
5;Human;tmchojo;22;Male;Gamer;12;Graduate;Student;Machine;0;100;this character is control by computer program for this its action is fast and killing power is also good 
5;Human;tmchojo;25;Male;Rookie;1;Postgraduate;Store Manager;Machine;20;80;movements were concise and to the point. seems like a machine through and through. gave 20% human because they did seem a little choppy at times, suggesting the use of a controller
5;Human;tmchojo;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;70;30;REAL MOVEMENT...ROTATION CAN IMPROVE
5;Human;tmchojo;21;Male;Gamer;7;Graduate;Student;Human;100;0;Machine
5;Human;tmchojo;24;Male;Gamer;11;Postgraduate;Researcher;Human;100;0;The virtual character was not that much fast and seem to be moving here and there without determining the actual destination.
5;Human;tmchojo;39;Male;FrequentGamer;35;High School;Bartender;Machine;0;100;The movement of the character. I feel a human player would have moved out of harms way more often. The hesitation on the trigger a couple of times also made me think it was a bot
5;Human;tmchojo;24;Male;Gamer;10;Graduate;Selfemployed;Machine;5;95;perfect play,tacticla moves,definitively machine
5;Human;tmchojo;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;Responses
6;Human;Xenjia;26;Male;Gamer;11;High School;Shop Owner;Human;99;1;he have good balance movement
6;Human;Xenjia;53;Male;Gamer;3;Graduate;Consultant;Human;100;0;Moving like this character is not too difficult for gamers.
6;Human;Xenjia;24;Female;Rookie;7;Postgraduate;Associate;Machine;0;100;machine control a fast movement of character
6;Human;Xenjia;28;Male;FrequentGamer;22;Postgraduate;Online Worker;Human;100;0;The behaviour of the character is more close to human controlled.He is moving but not continiously and he is attacking when he has a chance.
6;Human;Xenjia;16;Female;Gamer;6;High School;Recreation Volunteer;Human;100;0;The characater seemed to know that it had a purpose and what its objective was in order to be successful and it carried out the needed actions any other human playing this game would think of to do.
6;Human;Xenjia;40;Male;Rookie;1;Graduate;Admin;Human;100;0;Speed & movement
6;Human;Xenjia;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;70;30;GOOD MOVEMENTS LOOKS REAL .....CAMERA ANGLE IS GOOD
6;Human;Xenjia;18;Male;FrequentGamer;12;Graduate;Production Worker;Human;100;0;The virtual character maneuvered well and did not seem stiff as if programmed or in other words controlled by a machine.
6;Human;Xenjia;22;Male;FrequentGamer;15;Graduate;None;Human;100;0;The virtual player was being controlled by a human because the player seemed to be actively exploring the map searching out other opponent players. An AI player seems to react more than anything. Also, there were times when this player changed their weapon. It seemed as if the player was changing the weapon to best suit the situation. This player actively changed the weapon a few times making me think an AI wouldn't do something like this
6;Human;Xenjia;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;98;2;Realistic shooting behavior my primary aspect. Movements were normal, run from your spot if you can’t shoot right. The player actually used the yellow character between 30-32 seconds as a shield, which is a typical of a smart human. Was busy with front enemy since he had to use the yellow guy as shield before he dies, he kept on even when there was an enemy behind who wasn’t even shooting. After the front enemy was down, went back for the bad guy behind. Pretty much human with a very good eye though. A machine can’t make such clever judgments
6;Human;Xenjia;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;human is being controll the character because it absorb so many enemy bullets
6;Human;Xenjia;25;Male;Rookie;1;Graduate;Store Manager;Machine;40;60;wasnt very sure which one it could have been. however i ended up decided machine because they were very good at following the individuals and it just seemed like that kind of accuracy would be a machine.
6;Human;Xenjia;18;Female;Rookie;4;Secondary;Student;Human;100;0;Machine
6;Human;Xenjia;24;Male;Gamer;11;Postgraduate;Researcher;Machine;0;100;The virtual character seem to be acting too fast that it focuses the enemies without any hesitation.
6;Human;Xenjia;24;Male;Gamer;6;Graduate;Student;Human;80;20;movement is good
6;Human;Xenjia;24;Male;Gamer;10;Graduate;Selfemployed;Human;70;30;palyer is perfect,human but shows machine abilities,accuracy,speed,timing
6;Human;Xenjia;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;Better reflexes
7;Bot;CCBot2;31;Female;Gamer;15;High School;Administrative Asssistant;Human;85;15;Jaunty and erratic movement. It seemed to indicate the sort of frantic fumbling a player can make when deep in gameplay mode.
7;Bot;CCBot2;22;Male;FrequentGamer;15;Graduate;None;Human;100;0;This character is controlled by a human because there is a moment when the player is being shot at and all the player is doing is jumping around in circles trying to evade the shots. I don't think any AI would jump around trying to evade being shot at. An AI would shoot back. But this player clearly did not shoot back at one point when being shot at. All they did was jump in circles and try to run away.
7;Bot;CCBot2;30;Male;Gamer;15;Graduate;Web Designer;Human;100;0;I guess the virtual character moves, it surely played by good human player.
7;Bot;CCBot2;30;Female;Rookie;10;Graduate;Biologist;Human;100;0;I'm not quite sure, maybe some of the movements and tries to move one way or another.
7;Bot;CCBot2;25;Male;FrequentGamer;10;Graduate;Sales Executive;Machine;10;90;Ignorance is my primary aspect in defining behavior. The character has no idea of what to do in the game. Keeps jumping on the same place and making random shootings even when the enemy wasn’t even there. If it was human playing, then he had no idea and the computer or machine was telling him “you could jump or shoot like this….try it.” This was machine except for the last seconds maybe.
7;Bot;CCBot2;24;Male;Gamer;11;Postgraduate;Researcher;Human;100;0;The virtual character was not that much fast and seem to be moving here and there without determining the actual destination
7;Bot;CCBot2;25;Male;HardcoreGamer;9;Graduate;Executive;Human;100;0;Machine
7;Bot;CCBot2;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;80;20;GOOD....NICE ACTION MOVE
7;Bot;CCBot2;24;Female;Rookie;7;Postgraduate;Associate;Machine;0;100;machine is being controll the character because the character has fast movement of survive
7;Bot;CCBot2;25;Male;Rookie;1;Postgraduate;Store Manager;Human;100;0;very much a human. made way too many mistakes to not be a human.
7;Bot;CCBot2;34;Male;FrequentGamer;8;Graduate;Executive;Machine;0;100;because of the moments my decision is machine
7;Bot;CCBot2;24;Male;Gamer;6;Graduate;Student;Human;90;10;background movement is nice
7;Bot;CCBot2;33;Male;Rookie;10;Graduate;None;Machine;0;100;Answer is machine control.
7;Bot;CCBot2;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;Better reflexes
7;Bot;CCBot2;19;Female;Gamer;10;Secondary;Student;Human;100;0;i think this character is control by a human there are some mistake in shooting there are also some wrong instruction in this trailer
7;Bot;CCBot2;20;Male;Rookie;10;Undergraduate;Student;Human;100;0;Because the character was just not able to understand where he should shoot and was running away from the firing which was very like human nature.
7;Bot;CCBot2;30;Male;FrequentGamer;10;High School;Transporter;Machine;30;70;the character makes many mistakes: it remains still when enemy come against it. It takes many shots and it dies. too stupid for an human
8;Human;JuanCVC;25;Male;Rookie;5;High School;Student;Machine;20;80;"My primary aspect was the subtitle below the screen where it was showing that ""Press fire to view the different player"""
8;Human;JuanCVC;18;Male;FrequentGamer;12;Graduate;Production Worker;Machine;0;100;The character was acting strange as if fully controlled, but not by a human and makes little to zero mistakes
8;Human;JuanCVC;18;Female;FrequentGamer;12;High School;Student;Human;70;30;The moves were as fluent and seamless as most AI controlled gaming I have seem appears to be.
8;Human;JuanCVC;30;Female;Gamer;10;Postgraduate;Private Worker;Human;100;0;The moves of the character are look very natural so its like is controlled by human.
8;Human;JuanCVC;18;Male;Gamer;5;High School;Student;Human;85;15;running around a lot also killing someone by going near to him etc
8;Human;JuanCVC;29;Male;Gamer;10;High School;Homemaker;Machine;0;100;It was precise as I would expect in a Ai to be
8;Human;JuanCVC;40;Male;Rookie;1;Graduate;Admin;Machine;0;100;Speed
8;Human;JuanCVC;28;Male;FrequentGamer;22;Postgraduate;Online Worker;Human;100;0;Natural and careful moves by the character.
8;Human;JuanCVC;27;Female;Rookie;10;Graduate;Selfemployed;Human;60;40;assertive but sometimes choppy play made it seem more human
8;Human;JuanCVC;22;Male;Gamer;22;Graduate;Student;Machine;0;100;.i think its a machine because this character is powerful he can break the floor which is possible for a man
8;Human;JuanCVC;24;Male;Gamer;11;Postgraduate;Researcher;Human;100;0;The character was not acting too fast. And, the character was randomly moving here and there to reach the targets with hesitation.
8;Human;JuanCVC;22;Male;FrequentGamer;15;Graduate;None;Machine;0;100;This player was controlled by an AI because there was one moment when the player was shooting at another player moving side to side. And the player was hitting the moving target with great precision. A human could do this, but I think it's unlikely. Also, there was anther moment when the area seemed to be momentarily clear of other players and the player being focused on was moving back forth, back forth not stopping as if it was waiting to react to the next player to come near it.
8;Human;JuanCVC;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;good reflexes
8;Human;JuanCVC;26;Female;Rookie;3;Graduate;clerk;Human;100;0;Machine
8;Human;JuanCVC;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;human is being controll the character becuase in some places character got nervous status it doesn't know what will do
8;Human;JuanCVC;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;90;10;"Amateur gameplay is my primary aspect. The shootings in the first 10 seconds and around 29 seconds worry me a lot if this. The player didn’t just care if shot at, the bullets came at him on and on, and had no fear of enemy zones. The character behaved as if he was wearing some body armor or some shield to protect him yet I could still see blood gushing out on every bullet taken. The player just had no fear for enemy territory zone, and with almost zero strategy on entry; almost zero cautious; no wonder he kept dying. But again the shooting accuracy was not perfect for a machine unless the game was designed to make random shots to get an enemy down. And was hardly successful which defines those above errors. So this was definitely human but an amateur with this game."
8;Human;JuanCVC;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;60;40;GOOD ONE....BUT THE VISIBILITY LEVEL IS LOW.....BLACK BACKGROUND IS MORE
8;Human;JuanCVC;24;Male;Gamer;10;Graduate;Selfemployed;Machine;10;90;
8;Human;JuanCVC;25;Male;Rookie;1;Postgraduate;Store Manager;Human;50;50;character seemed to possess a lot of skill. if this is a human they are very good. most like a machine however
8;Human;JuanCVC;24;Male;Gamer;6;Graduate;Student;Human;80;20;response is good
8;Human;JuanCVC;25;Male;FrequentGamer;13;High School;Student;Machine;30;70;initial movement. Movement when confronted with rocket launcher in the end. Items not picked sometimes. Not enough movement
9;Bot;NizorBot;19;Male;FrequentGamer;15;High School;Student;Human;100;0;The pattern of movement does not seem to be that of a computer
9;Bot;NizorBot;23;Male;Rookie;2;Graduate;None;Human;80;20;Movements of the player
9;Bot;NizorBot;22;Male;FrequentGamer;15;Graduate;None;Human;100;0;This player was controlled by a human because in the beginning the player was jumping around and shooting at the walls when clearly no enemy was around. It almost seemed as if the person controlling this character was trying to figure out how the controls worked. An AI player would not waste shots shooting at walls, they would react and only shoot when an enemy is around.
9;Bot;NizorBot;24;Male;Gamer;11;Postgraduate;Researcher;Human;100;0;The virtual character was not that much fast and seem to be moving here and there without determining the actual destination. There was also a delay in the beginning for the character to start moving.
9;Bot;NizorBot;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;95;5;Patience is my primary aspect in defining behavior. The player had to wait for almost a minute for the enemy to come in the first minute. The player realizes how tense the game could get, just as it got after 1 minute. The patience is actually fear of dying. The player is not good at the game, he keeps running away from the enemies, makes a move when they are not there or there are few of them. This is pretty human behaviour.
9;Bot;NizorBot;22;Male;Gamer;5;Postgraduate;General manager;Human;100;0;Machine
9;Bot;NizorBot;21;Male;Rookie;5;High School;Student;Machine;20;80;". My primary aspect was the subtitle below the screen where it was showing that ""Press fire to view the different player"""
9;Bot;NizorBot;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;80;20;nice moves
9;Bot;NizorBot;26;Male;Gamer;15;Graduate;None;Machine;20;80;Character was too confident to be a human.
9;Bot;NizorBot;25;Male;Rookie;1;Postgraduate;Store Manager;Human;100;0;character hid a lot during the game and when another would come along they seemed to run all over suggesting it was controlled by a rookie. hence a human.
9;Bot;NizorBot;20;Male;Rookie;10;Undergraduate;Student;Machine;0;100;I think that in the vedio a person is just watching how advanced human bot are playing the game as the location of the screen or camera angle was such that it was impossible for a human to analyze his enemy location and to shoot them on the target while preventing himself getting hurt.
9;Bot;NizorBot;39;Male;FrequentGamer;35;High School;Bartender;Machine;0;100;. At the beginning the bot was just standing there and then started spinning around shooting at nothing. Also the bot ran half the map backwards making every turn.
9;Bot;NizorBot;24;Male;Gamer;6;Graduate;Student;Human;90;10;nice movement and real look attacking
9;Bot;NizorBot;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;slow responses
9;Bot;NizorBot;25;Female;Gamer;10;Graduate;Investment Advisor;Human;100;0;The actions were totally controlled by a human.
9;Bot;NizorBot;34;Male;FrequentGamer;7;Graduate;Executive;Human;70;30;because of the slow steady moments my decision is Human
9;Bot;NizorBot;19;Male;Gamer;10;Secondary;Student;Machine;0;100;its a machine cause the work done by this character is beyond over a man
10;Bot;OvGUBot;20;Male;Gamer;6;High School;Student;Machine;15;85;Non-stop repeated actions
10;Bot;OvGUBot;26;Female;Rookie;10;Secondary;None;Machine;0;100;The movements were clitchy and at times very hard to see what was happening.
10;Bot;OvGUBot;30;Male;HardcoreGamer;0;Postgraduate;Manager;Human;90;10;They are runing from laser shooting
10;Bot;OvGUBot;50;Female;FrequentGamer;9;Secondary;Housewife;Human;100;0;machine
10;Bot;OvGUBot;35;Male;Rookie;1;Graduate;Analyst;Human;100;0;movement and quick responses
10;Bot;OvGUBot;18;Male;FrequentGamer;11;High School;Cashier;Machine;30;70;The characters playing had a lot of delay reactions like bots, some have trouble following a path to a platform and some bots completely ignore other bots while walking by them.
10;Bot;OvGUBot;22;Male;Gamer;12;Graduate;Student;Human;100;0;character action is slow who controls is not a good gamer if it controls by a computer it will be more fast
10;Bot;OvGUBot;30;Female;HardcoreGamer;3;Graduate;None;Machine;0;100;Because,this video seems that it controlled by an artificial person who is an experianced in this field.he controll every movement of this game.it gave me it must be a machine.
10;Bot;OvGUBot;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;human is being controll the character becuase character took more time for fighting
10;Bot;OvGUBot;29;Male;FrequentGamer;10;Graduate;commercial assistant;Machine;10;90;the character sometimes stop to act along the level of the game for no reason and he gets shots without escape
10;Bot;OvGUBot;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;60;40;LITTLE LAG SHOULD BE FACED
10;Bot;OvGUBot;25;Male;Rookie;1;Postgraduate;Store Manager;Human;90;10;i think a human because they were running around a lot. they also were killed quite a bit which suggests human.
10;Bot;OvGUBot;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;100;0;Quite impressed with Character 10. My primary aspect of perception of behavior is based on the judgment of the player. In the first 19 seconds, the player wanted to collect an orb or something shining. He didn’t just go for it, like some robot making calculations within milliseconds and still making a perfect short. The player made a perfect human behavior of making a judgment on the enemy, how quick they short back at unknown entry, and the direction of the shooting and then made the run. The same thing happened on the 90th second. Such judgments were made by a human player who knew was playing with a computer and just couldn’t think like him. Only a human can think like that in gaming.
10;Bot;OvGUBot;24;Male;Gamer;10;Graduate;Selfemployed;Human;100;0;.player moving very slowly,low accuracy,computer does not do that
10;Bot;OvGUBot;22;Male;FrequentGamer;15;Graduate;None;Human;100;0;This virtual player was controlled by a human because there were a few moments when this player would shoot at the walls. I can see how even an AI player can shoot and hit the wall by missing a player but when you have aimed at the wall and fire, that seems more like a human thing to do. Also, there was a moment when the player would jump on the moving platform then jump off, jump on and then jump off again. With whatever is controlling this character there seems to be some thought going behind this and some form of strategy which is another reason why I think it's a human.
10;Bot;OvGUBot;24;Male;Gamer;6;Graduate;Student;Machine;30;70;week response to attack
